Unnamed: 0,Un_Named,Date,Infrastructure_Machineries,Daily_Sales_Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
159,159,1/27/2019,Skid Steer Loaders,0.036180424,60,35,1,1,5000.56,CUST00160,Lake Brookeshire
165,165,1/28/2019,Skid Steer Loaders,0.039784925,82,35,1,1,5000.56,CUST00166,Villarrealchester
171,171,1/29/2019,Skid Steer Loaders,0.039605696,68,35,1,1,5000.56,CUST00172,Littlefurt
177,177,1/30/2019,Skid Steer Loaders,0.031914767,87,35,1,1,5000.56,CUST00178,Port Rebecca
180,180,,Skid Steer Loaders,-0.027449965,12,35,1,1,5000.56,CUST00181,East Brandonberg
183,183,1/31/2019,Skid Steer Loaders,0.027449965,78,35,1,1,5000.56,CUST00184,Samanthahaven
189,189,2/1/2019,Skid Steer Loaders,0.034463806,68,35,1,1,5000.56,CUST00190,Cookfurt
195,195,2/2/2019,Skid Steer Loaders,0.038629891,64,35,1,1,5000.56,CUST00196,Jamesside
201,201,2/3/2019,Skid Steer Loaders,0.025637758,72,35,1,1,5000.56,CUST00202,Jodimouth
207,207,2/4/2019,Skid Steer Loaders,0.028812108,69,35,1,1,5000.56,CUST00208,New Davidburgh
210,210,,Skid Steer Loaders,0.03216967,47,35,1,1,5000.56,CUST00211,Cynthiaberg
213,213,2/5/2019,Skid Steer Loaders,0.03216967,67,35,1,1,5000.56,CUST00214,West Savannah
219,219,2/6/2019,Skid Steer Loaders,0.030429155,64,35,1,1,5000.56,CUST00220,New Williamchester
225,225,3/15/2025,Skid Steer Loaders,0.032918451,65,35,1,1,5000.56,CUST00226,West Rodneyhaven
231,231,2/8/2019,Skid Steer Loaders,0.029616648,55,35,1,1,5000.56,CUST00232,South Teresa
237,237,2/9/2019,Skid Steer Loaders,0.024112317,64,35,1,1,5000.56,CUST00238,Adamchester
240,240,,Skid Steer Loaders,-0.0310465,31,35,1,1,5000.56,CUST00241,East Jenniferfurt
243,243,2/10/2019,Skid Steer Loaders,0.0310465,72,35,1,1,5000.56,CUST00244,Comptonbury
249,249,2/11/2019,Skid Steer Loaders,0.037721796,85,35,1,1,5000.56,CUST00250,East Sonya
255,255,2/12/2019,Skid Steer Loaders,0.035710445,77,35,1,1,5000.56,CUST00256,Lake Mackenziestad
261,261,2/13/2019,Skid Steer Loaders,0.028760331,66,35,1,1,5000.56,CUST00262,Amyfurt
267,267,2/14/2019,Skid Steer Loaders,0.026968037,68,35,1,1,5000.56,CUST00268,Lake Robertside
270,270,,Skid Steer Loaders,0.030620333,39,35,1,1,5000.56,CUST00271,Parkerburgh
273,273,2/15/2019,Skid Steer Loaders,0.030620333,81,35,1,1,5000.56,CUST00274,New Lisa
279,279,2/16/2019,Skid Steer Loaders,0.032464403,51,35,1,1,5000.56,CUST00280,South Jamesbury
285,285,2/17/2019,Skid Steer Loaders,0.0378373,71,35,1,1,5000.56,CUST00286,Sharpfort
291,291,2/18/2019,Skid Steer Loaders,0.03203027,71,35,1,1,5000.56,CUST00292,Jenniferport
297,297,2/19/2019,Skid Steer Loaders,0.029959176,64,35,1,1,5000.56,CUST00298,South Robertstad
300,300,3/15/2025,Skid Steer Loaders,-0.034874042,35,35,1,1,5000.56,CUST00301,North Theresahaven
303,303,2/20/2019,Skid Steer Loaders,0.034874042,66,35,1,1,5000.56,CUST00304,West Andrewmouth
309,309,2/21/2019,Skid Steer Loaders,0.02726277,57,35,1,1,5000.56,CUST00310,Port Mindy
315,315,2/22/2019,Skid Steer Loaders,0.029110823,69,35,1,1,5000.56,CUST00316,North Ginamouth
321,321,2/23/2019,Skid Steer Loaders,0.027370308,59,35,1,1,5000.56,CUST00322,Port Nancyland
327,327,2/24/2019,Skid Steer Loaders,0.033687145,69,35,1,1,5000.56,CUST00328,Matthewhaven
330,330,,Skid Steer Loaders,0.037494772,79,35,1,1,5000.56,CUST00331,Shawnmouth
333,333,2/25/2019,Skid Steer Loaders,0.037494772,82,35,1,1,5000.56,CUST00334,West Cheryl
339,339,2/26/2019,Skid Steer Loaders,0.035355969,74,35,1,1,5000.56,CUST00340,Tiffanyfurt
345,345,2/27/2019,Skid Steer Loaders,0.036180424,74,35,1,1,5000.56,CUST00346,Edwardsmouth
351,351,2/28/2019,Skid Steer Loaders,0.039784925,71,35,1,1,5000.56,CUST00352,Desireechester
357,357,3/1/2019,Skid Steer Loaders,0.034463806,71,35,1,1,5078.56,CUST00358,Sophiafort
360,360,,Skid Steer Loaders,-0.038629891,7,35,1,1,5078.56,CUST00361,Paynestad
363,363,3/2/2019,Skid Steer Loaders,0.038629891,69,35,1,1,5078.56,CUST00364,New Jeffreyside
369,369,3/3/2019,Skid Steer Loaders,0.025637758,67,35,1,1,5078.56,CUST00370,Lake Sydney
375,375,3/15/2025,Skid Steer Loaders,0.028812108,61,35,1,1,5078.56,CUST00376,Robertsburgh
381,381,3/5/2019,Skid Steer Loaders,0.03216967,76,35,1,1,5078.56,CUST00382,Walshburgh
387,387,3/6/2019,Skid Steer Loaders,0.030429155,72,35,1,1,5078.56,CUST00388,Kingberg
390,390,,Skid Steer Loaders,0.032918451,76,35,1,1,5078.56,CUST00391,North Lesliebury
393,393,3/7/2019,Skid Steer Loaders,0.032918451,81,35,1,1,5078.56,CUST00394,Gallaghershire
399,399,3/8/2019,Skid Steer Loaders,0.029616648,78,35,1,1,5078.56,CUST00400,North Vanessa
405,405,3/9/2019,Skid Steer Loaders,0.024112317,66,35,1,1,5078.56,CUST00406,North Suzannestad
411,411,3/10/2019,Skid Steer Loaders,0.0310465,65,35,1,1,5078.56,CUST00412,East Jonathanland
417,417,3/11/2019,Skid Steer Loaders,0.037721796,68,35,1,1,5078.56,CUST00418,Port Waynemouth
420,420,,Skid Steer Loaders,-0.035710445,30,35,1,1,5078.56,CUST00421,South Haley
423,423,3/12/2019,Skid Steer Loaders,0.035710445,78,35,1,1,5078.56,CUST00424,Quinnfort
429,429,3/13/2019,Skid Steer Loaders,0.028760331,57,35,1,1,5078.56,CUST00430,Port Daniel
435,435,3/14/2019,Skid Steer Loaders,0.026968037,70,35,1,1,5078.56,CUST00436,Lake Shane
441,441,3/15/2019,Skid Steer Loaders,0.030620333,70,35,1,1,5078.56,CUST00442,Port Dennis
447,447,3/16/2019,Skid Steer Loaders,0.032464403,73,35,1,1,5078.56,CUST00448,Lisaport
450,450,3/15/2025,Skid Steer Loaders,0.0378373,42,35,1,1,5078.56,CUST00451,Mariaburgh
453,453,3/17/2019,Skid Steer Loaders,0.0378373,75,35,1,1,5078.56,CUST00454,South Tammy
459,459,3/18/2019,Skid Steer Loaders,0.03203027,73,35,1,1,5078.56,CUST00460,South Soniatown
465,465,3/19/2019,Skid Steer Loaders,0.029959176,61,35,1,1,5078.56,CUST00466,West Jessicafurt
471,471,3/20/2019,Skid Steer Loaders,0.034874042,82,35,1,1,5078.56,CUST00472,New Joshuaburgh
477,477,3/21/2019,Skid Steer Loaders,0.02726277,60,35,1,1,5078.56,CUST00478,Shannonhaven
480,480,,Skid Steer Loaders,-0.029110823,41,35,1,1,5078.56,CUST00481,Jenniferfurt
483,483,3/22/2019,Skid Steer Loaders,0.029110823,48,35,1,1,5078.56,CUST00484,Joshuaberg
489,489,3/23/2019,Skid Steer Loaders,0.027370308,64,35,1,1,5078.56,CUST00490,South Paul
495,495,3/24/2019,Skid Steer Loaders,0.033687145,78,35,1,1,5078.56,CUST00496,Port Natalietown
501,501,3/25/2019,Skid Steer Loaders,0.037494772,55,35,1,1,5078.56,CUST00502,Port Shannonburgh
507,507,3/26/2019,Skid Steer Loaders,0.035355969,77,35,1,1,5078.56,CUST00508,Collinsland
510,510,,Skid Steer Loaders,0.036180424,80,35,1,1,5078.56,CUST00511,West Anna
513,513,3/27/2019,Skid Steer Loaders,0.036180424,71,35,1,1,5078.56,CUST00514,Thomasmouth
519,519,3/28/2019,Skid Steer Loaders,0.039784925,64,35,1,1,5078.56,CUST00520,Port Makayla
525,525,3/15/2025,Skid Steer Loaders,0.039605696,85,35,1,1,5078.56,CUST00526,West Cindy
531,531,3/30/2019,Skid Steer Loaders,0.031914767,77,35,1,1,5078.56,CUST00532,Dudleymouth
537,537,3/31/2019,Skid Steer Loaders,0.027449965,82,35,1,1,5078.56,CUST00538,Jamesshire
540,540,,Skid Steer Loaders,-0.034463806,9,35,1,0,5078.56,CUST00541,Richardfurt
543,543,4/1/2019,Skid Steer Loaders,0.034463806,9,35,1,0,5078.56,CUST00544,Susanfort
549,549,4/2/2019,Skid Steer Loaders,0.038629891,30,35,1,0,5078.56,CUST00550,South Deannaland
555,555,4/3/2019,Skid Steer Loaders,0.025637758,35,35,1,0,5078.56,CUST00556,East Elizabethville
561,561,4/4/2019,Skid Steer Loaders,0.028812108,19,35,1,0,5078.56,CUST00562,Lisabury
567,567,4/5/2019,Skid Steer Loaders,0.03216967,25,35,1,0,5078.56,CUST00568,West Julieburgh
570,570,,Skid Steer Loaders,0.030429155,16,35,1,0,5078.56,CUST00571,Lake Lindamouth
573,573,4/6/2019,Skid Steer Loaders,0.030429155,6,35,1,0,5078.56,CUST00574,Port Dawn
579,579,4/7/2019,Skid Steer Loaders,0.032918451,28,35,1,0,5078.56,CUST00580,Geraldchester
585,585,4/8/2019,Skid Steer Loaders,0.029616648,28,35,1,0,5078.56,CUST00586,Jonathanmouth
591,591,4/9/2019,Skid Steer Loaders,0.024112317,1,35,1,0,5078.56,CUST00592,New Shannon
597,597,4/10/2019,Skid Steer Loaders,0.0310465,24,35,1,0,5078.56,CUST00598,Lake Charles
600,600,3/15/2025,Skid Steer Loaders,-0.037721796,1,35,1,0,5078.56,CUST00601,South Susanfurt
603,603,4/11/2019,Skid Steer Loaders,0.037721796,14,35,1,0,5078.56,CUST00604,Jessicahaven
609,609,4/12/2019,Skid Steer Loaders,0.035710445,29,35,1,0,5078.56,CUST00610,Ericaton
615,615,4/13/2019,Skid Steer Loaders,0.028760331,27,35,1,0,5078.56,CUST00616,Lake Sherriside
621,621,4/14/2019,Skid Steer Loaders,0.026968037,24,35,1,0,5078.56,CUST00622,Martinland
627,627,4/15/2019,Skid Steer Loaders,0.030620333,13,35,1,0,5078.56,CUST00628,Cheyennehaven
630,630,,Skid Steer Loaders,0.032464403,39,35,1,0,5078.56,CUST00631,Jacobsfurt
633,633,4/16/2019,Skid Steer Loaders,0.032464403,13,35,1,0,5078.56,CUST00634,Wrightmouth
639,639,4/17/2019,Skid Steer Loaders,0.0378373,16,35,1,0,5078.56,CUST00640,Robinsonville
645,645,4/18/2019,Skid Steer Loaders,0.03203027,24,35,1,0,5078.56,CUST00646,Reynoldsport
651,651,4/19/2019,Skid Steer Loaders,0.029959176,4,35,1,0,5078.56,CUST00652,Lake Stephen
657,657,4/20/2019,Skid Steer Loaders,0.034874042,2,35,1,0,5078.56,CUST00658,Jaredborough
660,660,,Skid Steer Loaders,-0.02726277,1,35,1,0,5078.56,CUST00661,South Michelleton
663,663,4/21/2019,Skid Steer Loaders,0.02726277,13,35,1,0,5078.56,CUST00664,Robinfurt
669,669,4/22/2019,Skid Steer Loaders,0.029110823,11,35,1,0,5078.56,CUST00670,South Micheleside
675,675,3/15/2025,Skid Steer Loaders,0.027370308,9,35,1,0,5078.56,CUST00676,Lake Suzannechester
681,681,4/24/2019,Skid Steer Loaders,0.033687145,24,35,1,0,5078.56,CUST00682,Julieport
687,687,4/25/2019,Skid Steer Loaders,0.037494772,10,35,1,0,5078.56,CUST00688,Dickersonbury
690,690,,Skid Steer Loaders,0.035355969,20,35,1,0,5078.56,CUST00691,Krauseville
693,693,4/26/2019,Skid Steer Loaders,0.035355969,16,35,1,0,5078.56,CUST00694,Karenland
699,699,4/27/2019,Skid Steer Loaders,0.036180424,49,35,1,0,5078.56,CUST00700,Edwardberg
705,705,4/28/2019,Skid Steer Loaders,0.039784925,29,35,1,0,5078.56,CUST00706,Stephanieborough
711,711,4/29/2019,Skid Steer Loaders,0.039605696,34,35,1,0,5078.56,CUST00712,North Kayla
717,717,4/30/2019,Skid Steer Loaders,0.031914767,21,35,1,0,5078.56,CUST00718,Richmondton
720,720,,Skid Steer Loaders,-0.034463806,9,35,1,0,5078.56,CUST00721,Riveramouth
723,723,5/1/2019,Skid Steer Loaders,0.034463806,32,35,1,0,5078.56,CUST00724,Santiagomouth
729,729,5/2/2019,Skid Steer Loaders,0.038629891,19,35,1,0,5078.56,CUST00730,East Kristiefort
735,735,5/3/2019,Skid Steer Loaders,0.025637758,35,35,1,0,5078.56,CUST00736,Wilsonberg
741,741,5/4/2019,Skid Steer Loaders,0.028812108,1,35,1,0,5078.56,CUST00742,Tylertown
747,747,5/5/2019,Skid Steer Loaders,0.03216967,18,35,1,0,5078.56,CUST00748,New Keithberg
750,750,3/15/2025,Skid Steer Loaders,0.030429155,21,35,1,0,5078.56,CUST00751,Jeanneburgh
753,753,5/6/2019,Skid Steer Loaders,0.030429155,12,35,1,0,5078.56,CUST00754,North Robertside
759,759,5/7/2019,Skid Steer Loaders,0.032918451,31,35,1,0,5078.56,CUST00760,South Ashleyview
765,765,5/8/2019,Skid Steer Loaders,0.029616648,7,35,1,0,5078.56,CUST00766,Kevinshire
771,771,5/9/2019,Skid Steer Loaders,0.024112317,11,35,1,0,5078.56,CUST00772,Port Drew
777,777,5/10/2019,Skid Steer Loaders,0.0310465,26,35,1,0,5078.56,CUST00778,Lake Mary
780,780,,Skid Steer Loaders,-0.037721796,1,35,1,0,5078.56,CUST00781,West Jay
783,783,5/11/2019,Skid Steer Loaders,0.037721796,20,35,1,0,5078.56,CUST00784,Lake Dustinmouth
789,789,5/12/2019,Skid Steer Loaders,0.035710445,2,35,1,0,5078.56,CUST00790,Marshalltown
795,795,5/13/2019,Skid Steer Loaders,0.028760331,20,35,1,0,5078.56,CUST00796,North Willie
801,801,5/14/2019,Skid Steer Loaders,0.026968037,14,35,1,0,5078.56,CUST00802,Port Ryanville
807,807,5/15/2019,Skid Steer Loaders,0.030620333,32,35,1,0,5078.56,CUST00808,New Jillberg
810,810,,Skid Steer Loaders,0.032464403,39,35,1,0,5078.56,CUST00811,Riostown
813,813,5/16/2019,Skid Steer Loaders,0.032464403,10,35,1,0,5078.56,CUST00814,Campbellchester
819,819,5/17/2019,Skid Steer Loaders,0.0378373,33,35,1,0,5078.56,CUST00820,Johnfurt
825,825,3/15/2025,Skid Steer Loaders,0.03203027,4,35,1,0,5078.56,CUST00826,Hollandfort
831,831,5/19/2019,Skid Steer Loaders,0.029959176,39,35,1,0,5078.56,CUST00832,Obrienbury
837,837,5/20/2019,Skid Steer Loaders,0.034874042,29,35,1,0,5078.56,CUST00838,Gordonmouth
840,840,,Skid Steer Loaders,-0.02726277,1,35,1,0,5078.56,CUST00841,Port Ivanstad
843,843,5/21/2019,Skid Steer Loaders,0.02726277,25,35,1,0,5078.56,CUST00844,Whitechester
849,849,5/22/2019,Skid Steer Loaders,0.029110823,31,35,1,0,5078.56,CUST00850,West Michelle
855,855,5/23/2019,Skid Steer Loaders,0.027370308,27,35,1,0,5078.56,CUST00856,Jeffreyhaven
861,861,5/24/2019,Skid Steer Loaders,0.033687145,41,35,1,0,5078.56,CUST00862,Cassandrafurt
867,867,5/25/2019,Skid Steer Loaders,0.037494772,14,35,1,0,5078.56,CUST00868,Lynnborough
870,870,,Skid Steer Loaders,0.035355969,29,35,1,0,5078.56,CUST00871,South Michaelmouth
873,873,5/26/2019,Skid Steer Loaders,0.035355969,24,35,1,0,5078.56,CUST00874,Lewisburgh
879,879,5/27/2019,Skid Steer Loaders,0.036180424,26,35,1,0,5078.56,CUST00880,Longburgh
885,885,5/28/2019,Skid Steer Loaders,0.039784925,16,35,1,0,5078.56,CUST00886,Hullville
891,891,5/29/2019,Skid Steer Loaders,0.039605696,24,35,1,0,5078.56,CUST00892,East Destiny
897,897,5/30/2019,Skid Steer Loaders,0.031914767,1,35,1,0,5078.56,CUST00898,Michaelland
900,900,3/15/2025,Skid Steer Loaders,-0.027449965,12,35,1,0,5078.56,CUST00901,Jacquelineland
903,903,5/31/2019,Skid Steer Loaders,0.027449965,10,35,1,0,5078.56,CUST00904,South Brandonview
909,909,6/1/2019,Skid Steer Loaders,0.034463806,2,35,1,0,5078.56,CUST00910,Burtonhaven
915,915,6/2/2019,Skid Steer Loaders,0.038629891,27,35,1,0,5078.56,CUST00916,Valdezburgh
921,921,6/3/2019,Skid Steer Loaders,0.025637758,26,35,1,0,5078.56,CUST00922,Gonzalesside
927,927,6/4/2019,Skid Steer Loaders,0.028812108,25,35,1,0,5078.56,CUST00928,Vegaburgh
930,930,,Skid Steer Loaders,0.03216967,8,35,1,0,5078.56,CUST00931,Rebeccachester
933,933,6/5/2019,Skid Steer Loaders,0.03216967,14,35,1,0,5078.56,CUST00934,Henryborough
939,939,6/6/2019,Skid Steer Loaders,0.030429155,20,35,1,0,5078.56,CUST00940,Smithfurt
945,945,6/7/2019,Skid Steer Loaders,0.032918451,14,35,1,0,5078.56,CUST00946,Lake Kimberly
951,951,6/8/2019,Skid Steer Loaders,0.029616648,27,35,1,0,5078.56,CUST00952,Port Christinaview
957,957,6/9/2019,Skid Steer Loaders,0.024112317,23,35,1,0,5078.56,CUST00958,East Jacobfurt
960,960,,Skid Steer Loaders,-0.0310465,4,35,1,0,5078.56,CUST00961,New Duaneshire
963,963,6/10/2019,Skid Steer Loaders,0.0310465,23,35,1,0,5078.56,CUST00964,New Chadchester
969,969,6/11/2019,Skid Steer Loaders,0.037721796,30,35,1,0,5078.56,CUST00970,West Gina
975,975,3/15/2025,Skid Steer Loaders,0.035710445,24,35,1,0,5078.56,CUST00976,South Allisonberg
981,981,6/13/2019,Skid Steer Loaders,0.028760331,18,35,1,0,5078.56,CUST00982,Ramosmouth
987,987,6/14/2019,Skid Steer Loaders,0.026968037,17,35,1,0,5078.56,CUST00988,Hannahton
990,990,,Skid Steer Loaders,0.030620333,39,35,1,0,5078.56,CUST00991,West Jenniferberg
993,993,6/15/2019,Skid Steer Loaders,0.030620333,29,35,1,0,5078.56,CUST00994,Randallhaven
999,999,6/16/2019,Skid Steer Loaders,0.032464403,26,35,1,0,5078.56,CUST01000,Taylorshire
1005,1005,6/17/2019,Skid Steer Loaders,0.0378373,23,35,1,0,5078.56,CUST01006,Ponceborough
1011,1011,6/18/2019,Skid Steer Loaders,0.03203027,13,35,1,0,5078.56,CUST01012,Yorkstad
1017,1017,6/19/2019,Skid Steer Loaders,0.029959176,14,35,1,0,5078.56,CUST01018,North Abigailburgh
1020,1020,,Skid Steer Loaders,-0.034874042,1,35,1,0,5078.56,CUST01021,West Wayne
1023,1023,6/20/2019,Skid Steer Loaders,0.034874042,31,35,1,0,5078.56,CUST01024,Rebeccatown
1029,1029,6/21/2019,Skid Steer Loaders,0.02726277,7,35,1,0,5078.56,CUST01030,New Chrismouth
1035,1035,6/22/2019,Skid Steer Loaders,0.029110823,17,35,1,0,5078.56,CUST01036,West Shaneberg
1041,1041,6/23/2019,Skid Steer Loaders,0.027370308,21,35,1,0,5078.56,CUST01042,Lake Elizabeth
1047,1047,6/24/2019,Skid Steer Loaders,0.033687145,30,35,1,0,5078.56,CUST01048,Joyville
1050,1050,3/15/2025,Skid Steer Loaders,0.037494772,11,35,1,0,5078.56,CUST01051,North Maryberg
1053,1053,6/25/2019,Skid Steer Loaders,0.037494772,26,35,1,0,5078.56,CUST01054,Brownberg
1059,1059,6/26/2019,Skid Steer Loaders,0.035355969,35,35,1,0,5078.56,CUST01060,West Austin
1065,1065,6/27/2019,Skid Steer Loaders,0.036180424,14,35,1,0,5078.56,CUST01066,South Brian
1071,1071,6/28/2019,Skid Steer Loaders,0.039784925,37,35,1,0,5078.56,CUST01072,North Fernandoberg
1077,1077,6/29/2019,Skid Steer Loaders,0.039605696,21,35,1,0,5078.56,CUST01078,Lake Heatherton
1080,1080,,Skid Steer Loaders,-0.031914767,10,35,1,0,5078.56,CUST01081,Smithton
1083,1083,6/30/2019,Skid Steer Loaders,0.031914767,12,35,1,0,5078.56,CUST01084,West Kristinberg
1089,1089,7/1/2019,Skid Steer Loaders,0.034463806,17,35,1,0,9139.84,CUST01090,Laurenview
1095,1095,7/2/2019,Skid Steer Loaders,0.038629891,22,35,1,0,9139.84,CUST01096,East Sarahborough
1101,1101,7/3/2019,Skid Steer Loaders,0.025637758,20,35,1,0,9139.84,CUST01102,West Bethside
1107,1107,7/4/2019,Skid Steer Loaders,0.028812108,19,35,1,0,9139.84,CUST01108,South Christinastad
1110,1110,,Skid Steer Loaders,0.03216967,47,35,1,0,9139.84,CUST01111,North Luke
1113,1113,7/5/2019,Skid Steer Loaders,0.03216967,17,35,1,0,9139.84,CUST01114,North Gregoryborough
1119,1119,7/6/2019,Skid Steer Loaders,0.030429155,32,35,1,0,9139.84,CUST01120,South Nancy
1125,1125,3/15/2025,Skid Steer Loaders,0.032918451,19,35,1,0,9139.84,CUST01126,Jacquelinemouth
1131,1131,7/8/2019,Skid Steer Loaders,0.029616648,28,35,1,0,9139.84,CUST01132,Raymondside
1137,1137,7/9/2019,Skid Steer Loaders,0.024112317,25,35,1,0,9139.84,CUST01138,Perezmouth
1140,1140,,Skid Steer Loaders,-0.0310465,1,35,1,0,9139.84,CUST01141,North Randy
1143,1143,7/10/2019,Skid Steer Loaders,0.0310465,23,35,1,0,9139.84,CUST01144,Lake Lauriemouth
1149,1149,7/11/2019,Skid Steer Loaders,0.037721796,34,35,1,0,9139.84,CUST01150,Lake Russellport
1155,1155,7/12/2019,Skid Steer Loaders,0.035710445,22,35,1,0,9139.84,CUST01156,Tinaview
1161,1161,7/13/2019,Skid Steer Loaders,0.028760331,21,35,1,0,9139.84,CUST01162,West Erikamouth
1167,1167,7/14/2019,Skid Steer Loaders,0.026968037,3,35,1,0,9139.84,CUST01168,East Tara
1170,1170,,Skid Steer Loaders,0.030620333,39,35,1,0,9139.84,CUST01171,Lake Lindsayport
1173,1173,7/15/2019,Skid Steer Loaders,0.030620333,28,35,1,0,9139.84,CUST01174,North Stephaniebury
1179,1179,7/16/2019,Skid Steer Loaders,0.032464403,23,35,1,0,9139.84,CUST01180,Chadfort
1185,1185,7/17/2019,Skid Steer Loaders,0.0378373,25,35,1,0,9139.84,CUST01186,Mcdonaldbury
1191,1191,7/18/2019,Skid Steer Loaders,0.03203027,26,35,1,0,9139.84,CUST01192,Joeville
1197,1197,7/19/2019,Skid Steer Loaders,0.029959176,15,35,1,0,9139.84,CUST01198,North Kristintown
1200,1200,3/15/2025,Skid Steer Loaders,-0.034874042,4,35,1,0,9139.84,CUST01201,New Daniel
1203,1203,7/20/2019,Skid Steer Loaders,0.034874042,18,35,1,0,9139.84,CUST01204,Huntburgh
1209,1209,7/21/2019,Skid Steer Loaders,0.02726277,21,35,1,0,9139.84,CUST01210,Lake Kerri
1215,1215,7/22/2019,Skid Steer Loaders,0.029110823,1,35,1,0,9139.84,CUST01216,Lake Christopherhaven
1221,1221,7/23/2019,Skid Steer Loaders,0.027370308,23,35,1,0,9139.84,CUST01222,Kyleborough
1227,1227,7/24/2019,Skid Steer Loaders,0.033687145,22,35,1,0,9139.84,CUST01228,West Michaelhaven
1230,1230,,Skid Steer Loaders,0.037494772,11,35,1,0,9139.84,CUST01231,Jasonland
1233,1233,7/25/2019,Skid Steer Loaders,0.037494772,29,35,1,0,9139.84,CUST01234,Humphreyhaven
1239,1239,7/26/2019,Skid Steer Loaders,0.035355969,10,35,1,0,9139.84,CUST01240,West Teresa
1245,1245,7/27/2019,Skid Steer Loaders,0.036180424,13,35,1,0,9139.84,CUST01246,Matthewview
1251,1251,7/28/2019,Skid Steer Loaders,0.039784925,53,35,1,0,9139.84,CUST01252,Jillianborough
1257,1257,7/29/2019,Skid Steer Loaders,0.039605696,34,35,1,0,9139.84,CUST01258,New Juan
1260,1260,,Skid Steer Loaders,-0.031914767,10,35,1,0,9139.84,CUST01261,East Katherine
1263,1263,7/30/2019,Skid Steer Loaders,0.031914767,31,35,1,0,9139.84,CUST01264,South Charleneton
1269,1269,7/31/2019,Skid Steer Loaders,0.027449965,10,35,1,0,9139.84,CUST01270,New Davidberg
